NUMERO_MANDATO;BENEFICIARIO;PARTITA_IVA_O_CF;IMPORTO;ATTO_DI_IMPEGNO;DIREZIONE_SERVIZIO_RESP_PROC;DOCUMENTO
022466;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;960;DD/12/004982;GEST.CANALI COMUNICAZ;FATTURA
014645;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;1975;DD/12/004129;S.FAMIGLIA E ACCOGL.;FATTURA
016619;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;4646,4;DD/10/000177;DIREZ.CONSIGLIO COMUNALE;FATTURA
016618;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;302,5;DD/10/000177;DIREZ.CONSIGLIO COMUNALE;FATTURA
023518;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;3950;DD/12/007430;S.FAMIGLIA E ACCOGL.;FATTURA
013801;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;1975;DD/12/003014;S.FAMIGLIA E ACCOGL.;FATTURA
015774;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;2272;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
015773;ARCI COMITATO TERRITORIALEDI FIRENZE;03923680486;500;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
017722;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8342,1;DD/12/001911;S.FAMIGLIA E ACCOGL.;FATTURA
017717;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8538,86;DD/11/011241;S.FAMIGLIA E ACCOGL.;FATTURA
017716;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;7607,14;DD/11/011241;DIR.SERV.SOCIALI;FATTURA
023475;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8073;DD/12/003080;S.FAMIGLIA E ACCOGL.;FATTURA
023496;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8655,98;DD/12/010410;S.FAMIGLIA E ACCOGL.;FATTURA
023481;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8342,1;DD/12/004257;S.FAMIGLIA E ACCOGL.;FATTURA
023483;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;22281,48;DD/12/006626;S.FAMIGLIA E ACCOGL.;FATTURA
023491;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;22281,48;DD/12/006626;S.FAMIGLIA E ACCOGL.;FATTURA
023482;ARCI NUOVA ASSOC. COMITATO REG.LEPROGETTO PNA;04376920486;8073;DD/12/005368;S.FAMIGLIA E ACCOGL.;FATTURA
017192;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;2387;DD/12/004060;S.FAMIGLIA E ACCOGL.;FATTURA
014495;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;3112,02;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
014494;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;2939,13;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
014494;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;2420,46;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
014494;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;2387;DD/12/001659;S.FAMIGLIA E ACCOGL.;FATTURA
014495;ARCICONFRATERNITA MISER.VIAREGGIO;00278870464;2310;DD/12/002800;S.FAMIGLIA E ACCOGL.;FATTURA
016918;ARCICONFRAT.MISERICORDIA DI FIRENZE;00803490481;100;DD/12/004333;UFFICIO DI GABINETTO;FATTURA
019904;ARECO SAS;03713450488;1200,01;DD/12/005578;SERV.BIBL.ARCH.EVENT;FATTURA
014191;ARGEMA S.R.L.;01289900381;810,7;DD/12/003743;SERV.CENTR.ACQUISTI;FATTURA
022101;ARGEMA S.R.L.;01289900381;5687;DD/12/004072;SERV.CENTR.ACQUISTI;FATTURA
013882;ARGO  SOC.COOP A R.L;01608930481;16673,8;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
013882;ARGO  SOC.COOP A R.L;01608930481;139,15;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
015207;ARGO  SOC.COOP A R.L;01608930481;209,81;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
015207;ARGO  SOC.COOP A R.L;01608930481;16250,3;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
013532;ARGO  SOC.COOP A R.L;01608930481;14532,1;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
013532;ARGO  SOC.COOP A R.L;01608930481;145,2;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
013532;ARGO  SOC.COOP A R.L;01608930481;294,51;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
013532;ARGO  SOC.COOP A R.L;01608930481;145,2;DD/11/008402;SERV.CENTR.ACQUISTI;FATTURA
024230;ARIES SRL;05230880485;1500;DD/11/002031;S.BELLE ARTI E FAB.PAL.V.;FATTURA
022753;ARMANI FEDERICO & C SNC;01781670508;41,13;DD/12/008012;SERV SUPPORTO SCUOLA;FATTURA
018030;ARMERIA DEL PINO S.R.L.EX ARMERIA SQUILLANTINI S.N.C.;04597280488;550,55;DD/12/002172;UFFICIO DI GABINETTO;FATTURA
016696;ARMONIA DI COPPI SONIA;01085760526;600;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
016697;ARMONIA DI COPPI SONIA;01085760526;7000;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
016581;ARMONIA DI SONIA COPPI;01085760526;4584;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
016581;ARMONIA DI SONIA COPPI;01085760526;5730;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
016581;ARMONIA DI SONIA COPPI;01085760526;3600;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
015873;ARMONIA DI SONIA COPPI;01085760526;4500;DD/11/010656;S.ATT.EDUC.E FORMAT.;FATTURA
018317;ARNO MANETTI ASCENSORI SRL;06064790485;23063,71;DD/11/011879;SERV.GEST. E MANUT. (EX);FATTURA
020421;ARTEMISIA CENTRO DONNE CONTRO LAVIOLENZA;06256910487;2980,15;DD/12/006650;S.FAMIGLIA E ACCOGL.;FATTURA
016727;ARTEMISIA CENTRO DONNE CONTRO LAVIOLENZA;06256910487;2798;DD/12/004258;S.FAMIGLIA E ACCOGL.;FATTURA
018963;ARTEMISIA CENTRO DONNE CONTRO LAVIOLENZA;06256910487;2980,15;DD/12/005441;S.FAMIGLIA E ACCOGL.;FATTURA
023926;ARTEX S.CONS.R.L.CENTRO PER L'ARTIGIANATO;04842740484;6799,99;DD/12/007662;SERV.PROMOZ.ECON.TURISTIC;FATTURA
022733;ARTIMSOCIETA' CONSORTILE COOPERATIVA;04584530481;7627,05;DD/12/001705;SERV.GEST. E MANUT. (EX);FATTURA
023719;ARTIMSOCIETA' CONSORTILE COOPERATIVA;04584530481;9388,86;DD/11/003278;SERV.GEST. E MANUT. (EX);FATTURA
023721;ARTIMSOCIETA' CONSORTILE COOPERATIVA;04584530481;73,65;DD/12/004320;SERV.GEST. E MANUT. (EX);FATTURA
018212;A.S. DILADDARNOC/O ADAMO GIUSEPPE;06125980489;2211,27;DD/12/002980;SERVIZIO SPORT;FATTURA
021651;AS VOL CENTRO INT. STUD.  G.LA PIRA;02247460484;500;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
021652;AS VOL CENTRO INT. STUD.  G.LA PIRA;02247460484;1500;DD/11/010002;S.ATT.EDUC.E FORMAT.;FATTURA
021264;ASCA S.P.A.AG. STAMPA QUOTIDIANA NAZIONALE;01719281006;1516,67;DD/11/006359;UFF.AFFARI GEN.E CERIM.;FATTURA
017102;A.S.D. ASSI GIGLIO ROSSO;03341670481;500;DD/12/005080;SERVIZIO SPORT;FATTURA
018290;A.S.D. ASSI GIGLIO ROSSO;03341670481;1186;DD/12/004002;SERVIZIO SPORT;FATTURA
015416;A.S.D. ASSI GIGLIO ROSSO;03341670481;1050;DD/12/001594;SERVIZIO SPORT;FATTURA
017328;A.S.D. CENTRO GINNASTICA FIRENZE;05647780484;1327,28;DD/12/002570;SERVIZIO SPORT;FATTURA
014114;A.S.D. CENTRO GINNASTICA FIRENZE;05647780484;915,37;DD/12/000012;SERVIZIO SPORT;FATTURA
014160;A.S.D. CENTRO GINNASTICA FIRENZE;05647780484;732,29;DD/12/002570;SERVIZIO SPORT;FATTURA
014114;A.S.D. CENTRO GINNASTICA FIRENZE;05647780484;915,37;DD/12/000012;SERVIZIO SPORT;FATTURA
014114;A.S.D. CENTRO GINNASTICA FIRENZE;05647780484;640,76;DD/12/000012;SERVIZIO SPORT;FATTURA
015494;A.S.D. CIRCO TASCABILEC/O VANNI CAMPO;05945390481;726;DD/12/005083;SERVIZIO SPORT;FATTURA
016281;A.S.D. MOVE;06129670482;682,44;DD/12/003024;SERVIZIO SPORT;FATTURA
013699;A.S.D. SCANDICCI BASKETC/O MIGLIORI PATRIZIA;03934720487;300;DD/12/001051;SERVIZIO SPORT;FATTURA
014075;ASILO NIDO LE MAGHE MAGO;05090100487;1620;DD/12/002689;SERVIZI ALL'INFANZIA;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;49,8;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;43,8;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;106,24;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;53,3;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;291,11;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;782,17;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1040,65;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;690,44;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;133,21;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2825,36;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;104,41;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;34,81;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;274,83;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2504,87;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;51,3;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;245,06;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;393,71;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
019346;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;719,25;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023906;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;163,7;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023978;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;11370,2;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
023978;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;172,73;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
023978;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;10814,02;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
023980;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;306,55;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
023964;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;20953,33;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023982;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;481,42;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023982;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;309,2;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023982;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;230,61;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023982;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;70;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023957;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;131,86;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2164,33;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;91,54;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;250,31;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;196,01;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;273,61;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;43,8;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;48,23;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;217,61;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;281,83;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023977;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1733,2;DD/12/003026;DIREZ. RISORSE UMANE;FATTURA
023958;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;324,99;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023958;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2335,64;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1668,93;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2450,43;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;170,72;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;10,11;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;881,44;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;240,71;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1296,53;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
023983;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;414,59;CC/12/000024;DIR.ATTIVITA'ECONOMICHE;FATTURA
021714;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;274,09;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
016179;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;9843,71;DD/12/003757;DIR.SERV.SOCIALI;FATTURA
016181;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;118,28;DD/12/003757;DIR.SERV.SOCIALI;FATTURA
016183;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;12940,37;DD/12/006467;DIR.SERV.SOCIALI;FATTURA
016183;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2055,68;DD/12/006467;DIR.SERV.SOCIALI;FATTURA
016180;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2252,5;DD/12/000364;DIR.SERV.SOCIALI;FATTURA
016178;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;3294,85;DD/12/000364;DIR.SERV.SOCIALI;FATTURA
016182;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;5017,93;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
021883;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;959,31;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
021883;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;274,09;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
021882;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;898,37;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
021884;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;137,05;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
016211;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;76,7;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016222;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;53,1;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016223;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;112,6;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016226;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;166,38;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016227;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;355,17;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016206;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;40,87;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
016206;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;88,41;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
016206;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;584,6;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
016207;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;225,22;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
016207;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;415,89;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
016208;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;159,9;DD/09/004714;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;159,9;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;191,05;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;295,2;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1439,47;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1494,56;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016209;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2254,31;CC/09/000025;DIR.ATTIVITA'ECONOMICHE;FATTURA
016208;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;159,9;DD/09/004714;DIR.ATTIVITA'ECONOMICHE;FATTURA
016302;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;50,74;DD/11/008900;DIREZ.AMBIENTE;FATTURA
016303;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;50,74;DD/11/008900;DIREZ.AMBIENTE;FATTURA
022138;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;27;DD/11/010660;SERV.GEST. E MANUT. (EX);FATTURA
020335;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;12000,1;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
020335;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;11610,74;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
020335;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;375,56;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
020335;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;33647,34;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
020334;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;5510,02;DD/12/008019;DIR.SERV.SOCIALI;FATTURA
020333;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;4138,34;DD/12/005870;DIR.SERV.SOCIALI;FATTURA
020332;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;2089,35;DD/12/000364;DIR.SERV.SOCIALI;FATTURA
020335;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;6459;DD/12/009305;DIR.SERV.SOCIALI;FATTURA
022682;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;163,4;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022682;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1000,66;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022682;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;228,11;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022687;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1039,1;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022687;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;737,46;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022687;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;193,91;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022685;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;518,24;CC/11/000034;DIR.ATTIVITA'ECONOMICHE;FATTURA
022686;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;906,06;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022686;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;775,63;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;163,4;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;387,81;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;392,84;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;197,52;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;644,78;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
022683;ASL DIP.AMM.NE E FINANZA - PAL.27AZIENDA SANITARIA FIRENZE;04612810483;1519,36;CC/10/000012;DIR.ATTIVITA'ECONOMICHE;FATTURA
